"Day ","Items ","Note ","Amount "
"24","Rental Expense","Cash Payment - Rental - Chicago","-2220"
"23","Sales E Commerce","Revenue - ECM SO ID: 2352","19391"
"23","Sales E Commerce","Revenue - ECM SO ID: 2389","38543"
"23","Sales E Commerce","Revenue - ECM SO ID: 2394","17374"
"23","Sales E Commerce","Revenue - ECM SO ID: 2570","16128"
"23","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3258 ","-39360"
"23","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 3258 ","-45920"
"23","Salary Expense","Cash Payment - Salary Expense","-21436"
"23","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3076","-200"
"23","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3089","-153"
"23","Retail","Revenue - Retail Sales New York - Sparkling Wine","17100"
"23","Retail","Revenue - Retail Sales New York - Red Wine","30060"
"23","Retail","Revenue - Retail Sales New York - White Wine","17556"
"23","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","14976"
"23","Retail","Revenue - Retail Sales Detroit - Red Wine","26588"
"23","Retail","Revenue - Retail Sales Detroit - White Wine","17604"
"23","Retail","Revenue - Retail Sales Chicago - Sparkling Wine","31148"
"23","Retail","Revenue - Retail Sales Chicago - Red Wine","34394"
"23","Retail","Revenue - Retail Sales Chicago - White Wine","35681"
"23","Rental Expense","Cash Payment - Rental - New York","-4020"
"23","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"23","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"23","Rental Expense","Cash Payment - Rental - Chicago","-2220"
"22","Sales E Commerce","Revenue - ECM SO ID: 2401","14651"
"22","Sales E Commerce","Revenue - ECM SO ID: 2408","13701"
"22","Human Resource Expense","Counselled","-2000"
"22","Human Resource Expense","Counselled","-2000"
"22","Human Resource Expense","Counselled","-2000"
"22","Salary Expense","Cash Payment - Salary Expense","-21400"
"22","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2755","-103"
"22","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2902","-127"
"22","Retail","Revenue - Retail Sales New York - Sparkling Wine","17974"
"22","Retail","Revenue - Retail Sales New York - Red Wine","28035"
"22","Retail","Revenue - Retail Sales New York - White Wine","18480"
"22","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","14528"
"22","Retail","Revenue - Retail Sales Detroit - Red Wine","24038"
"22","Retail","Revenue - Retail Sales Detroit - White Wine","17928"
"22","Retail","Revenue - Retail Sales Chicago - Sparkling Wine","32994"
"22","Retail","Revenue - Retail Sales Chicago - Red Wine","32364"
"22","Retail","Revenue - Retail Sales Chicago - White Wine","36394"
"22","Rental Expense","Cash Payment - Rental - New York","-4020"
"22","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"22","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"22","Rental Expense","Cash Payment - Rental - Chicago","-2220"
"21","Sales E Commerce","Revenue - ECM SO ID: 2060","13962"
"21","Sales E Commerce","Revenue - ECM SO ID: 2075","20000"
"21","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2581 ","-19680"
"21","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2581 ","-13776"
"21","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2581 ","-328000"
"21","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2903 ","-141804"
"21","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2903 ","-165485"
"21","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2903 ","-302328"
"21","Salary Expense","Cash Payment - Salary Expense","-21184"
"21","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2575","-279"
"21","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2580","-222"
"21","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2586","-292"
"21","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2731","-176"
"21","Retail","Revenue - Retail Sales New York - Sparkling Wine","18620"
"21","Retail","Revenue - Retail Sales New York - Red Wine","30915"
"21","Retail","Revenue - Retail Sales New York - White Wine","19320"
"21","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","14528"
"21","Retail","Revenue - Retail Sales Detroit - Red Wine","26588"
"21","Retail","Revenue - Retail Sales Detroit - White Wine","18108"
"21","Retail","Revenue - Retail Sales Chicago - Sparkling Wine","32682"
"21","Retail","Revenue - Retail Sales Chicago - Red Wine","31378"
"21","Retail","Revenue - Retail Sales Chicago - White Wine","35681"
"21","Rental Expense","Cash Payment - Rental - New York","-4020"
"21","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"21","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"21","Rental Expense","Cash Payment - Rental - Chicago","-2220"
"20","Human Resource Expense","Counselled","-2000"
"20","Human Resource Expense","Cash Payment - Staff Recruiting - Chicago","-60000"
"20","Salary Expense","Cash Payment - Salary Expense","-20500"
"20","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2352","-194"
"20","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2389","-385"
"20","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2394","-174"
"20","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2570","-161"
"20","Retail","Revenue - Retail Sales New York - Sparkling Wine","17062"
"20","Retail","Revenue - Retail Sales New York - Red Wine","28305"
"20","Retail","Revenue - Retail Sales New York - White Wine","18018"
"20","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","13952"
"20","Retail","Revenue - Retail Sales Detroit - Red Wine","23800"
"20","Retail","Revenue - Retail Sales Detroit - White Wine","18828"
"20","Services","Revenue - Service Sales Order ID: 1296","155000"
"20","Rental Expense","Cash Payment - Rental - New York","-4020"
"20","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"20","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"20","Rental Expense","Cash Payment - Rental - Chicago","-2220"
"19","Sales E Commerce","Revenue - ECM SO ID: 1122","20000"
"19","Sales E Commerce","Revenue - ECM SO ID: 1303","26714"
"19","Sales E Commerce","Revenue - ECM SO ID: 1897","21195"
"19","Human Resource Expense","Counselled","-2000"
"19","Human Resource Expense","Counselled","-2000"
"19","Salary Expense","Cash Payment - Salary Expense","-19100"
"19","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2401","-147"
"19","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2408","-137"
"19","Retail","Revenue - Retail Sales New York - Sparkling Wine","18810"
"19","Retail","Revenue - Retail Sales New York - Red Wine","29520"
"19","Retail","Revenue - Retail Sales New York - White Wine","18060"
"19","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","14912"
"19","Retail","Revenue - Retail Sales Detroit - Red Wine","24140"
"19","Retail","Revenue - Retail Sales Detroit - White Wine","18468"
"19","Rental Expense","Cash Payment - Rental - New York","-4020"
"19","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"19","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"18","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2076 ","-23760"
"18","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2076 ","-97740"
"18","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2076 ","-88992"
"18","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2076 ","-111240"
"18","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 2076 ","-91584"
"18","Salary Expense","Cash Payment - Salary Expense","-19100"
"18","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2060","-140"
"18","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2075","-200"
"18","Retail","Revenue - Retail Sales New York - Sparkling Wine","18468"
"18","Retail","Revenue - Retail Sales New York - Red Wine","27450"
"18","Retail","Revenue - Retail Sales New York - White Wine","18774"
"18","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","14752"
"18","Retail","Revenue - Retail Sales Detroit - Red Wine","24140"
"18","Retail","Revenue - Retail Sales Detroit - White Wine","19368"
"18","Rental Expense","Cash Payment - Rental - New York","-4020"
"18","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"18","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"17","Sales E Commerce","Revenue - ECM SO ID: 1594","13789"
"17","Sales E Commerce","Revenue - ECM SO ID: 1602","23436"
"17","Wholesales (B2B)","Revenue - B2B SO ID: 358","1823760"
"17","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 358","-36000"
"17","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2212 ","-439875"
"17","Human Resource Expense","Counselled","-2000"
"17","Human Resource Expense","Counselled","-2000"
"17","Salary Expense","Cash Payment - Salary Expense","-19100"
"17","Retail","Revenue - Retail Sales New York - Sparkling Wine","16834"
"17","Retail","Revenue - Retail Sales New York - Red Wine","29610"
"17","Retail","Revenue - Retail Sales New York - White Wine","18480"
"17","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","13344"
"17","Retail","Revenue - Retail Sales Detroit - Red Wine","25398"
"17","Retail","Revenue - Retail Sales Detroit - White Wine","19188"
"17","Services","Revenue - Service Sales Order ID: 689","190000"
"17","Rental Expense","Cash Payment - Rental - New York","-4020"
"17","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"17","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"16","Sales E Commerce","Revenue - ECM SO ID: 1444","10374"
"16","Sales E Commerce","Revenue - ECM SO ID: 1452","24287"
"16","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1935 ","-170694"
"16","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1935 ","-207652"
"16","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1935 ","-222163"
"16","Salary Expense","Cash Payment - Salary Expense","-19100"
"16","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 1122","-200"
"16","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 1303","-267"
"16","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 1897","-212"
"16","Retail","Revenue - Retail Sales New York - Sparkling Wine","16492"
"16","Retail","Revenue - Retail Sales New York - Red Wine","27540"
"16","Retail","Revenue - Retail Sales New York - White Wine","17850"
"16","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","15040"
"16","Retail","Revenue - Retail Sales Detroit - Red Wine","26180"
"16","Retail","Revenue - Retail Sales Detroit - White Wine","17712"
"16","Rental Expense","Cash Payment - Rental - New York","-4020"
"16","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"16","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"15","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1610 ","-113796"
"15","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1610 ","-221850"
"15","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1610 ","-90915"
"15","Human Resource Expense","Counselled","-2000"
"15","Human Resource Expense","Counselled","-2000"
"15","Salary Expense","Cash Payment - Salary Expense","-19100"
"15","Retail","Revenue - Retail Sales New York - Sparkling Wine","18050"
"15","Retail","Revenue - Retail Sales New York - Red Wine","28665"
"15","Retail","Revenue - Retail Sales New York - White Wine","18018"
"15","Rental Expense","Cash Payment - Rental - New York","-4020"
"15","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"15","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"14","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1531 ","-20066"
"14","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1531 ","-46136"
"14","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1531 ","-53594"
"14","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1531 ","-66360"
"14","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 1531 ","-50560"
"14","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1627 ","-71123"
"14","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1627 ","-92438"
"14","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1627 ","-145464"
"14","Salary Expense","Cash Payment - Salary Expense","-19100"
"14","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 1594","-138"
"14","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 1602","-234"
"14","Retail","Revenue - Retail Sales New York - Sparkling Wine","112670"
"14","Retail","Revenue - Retail Sales New York - Red Wine","184140"
"14","Retail","Revenue - Retail Sales New York - White Wine","109200"
"14","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","64576"
"14","Retail","Revenue - Retail Sales Detroit - White Wine","34164"
"14","Rental Expense","Cash Payment - Rental - New York","-4020"
"14","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"14","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"13","Sales E Commerce","Revenue - ECM SO ID: 820","12526"
"13","Sales E Commerce","Revenue - ECM SO ID: 829","13440"
"13","Sales E Commerce","Revenue - ECM SO ID: 839","24068"
"13","Sales E Commerce","Revenue - ECM SO ID: 855","28376"
"13","Human Resource Expense","Counselled","-2000"
"13","Human Resource Expense","Counselled","-2000"
"13","Salary Expense","Cash Payment - Salary Expense","-19100"
"13","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 1444","-104"
"13","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 1452","-243"
"13","Retail","Revenue - Retail Sales New York - Sparkling Wine","110504"
"13","Retail","Revenue - Retail Sales New York - White Wine","110334"
"13","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","90304"
"13","Retail","Revenue - Retail Sales Detroit - Red Wine","122536"
"13","Retail","Revenue - Retail Sales Detroit - White Wine","104076"
"13","Rental Expense","Cash Payment - Rental - New York","-4020"
"13","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"13","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"12","Sales E Commerce","Revenue - ECM SO ID: 832","21595"
"12","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1240 ","-50400"
"12","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1240 ","-134885"
"12","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1240 ","-65550"
"12","Salary Expense","Cash Payment - Salary Expense","-19064"
"12","Retail","Revenue - Retail Sales New York - Sparkling Wine","104994"
"12","Retail","Revenue - Retail Sales New York - Red Wine","166455"
"12","Retail","Revenue - Retail Sales New York - White Wine","111174"
"12","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","91136"
"12","Retail","Revenue - Retail Sales Detroit - Red Wine","149464"
"12","Retail","Revenue - Retail Sales Detroit - White Wine","102996"
"12","Rental Expense","Cash Payment - Rental - New York","-4020"
"12","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"12","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"11","Sales E Commerce","Revenue - ECM SO ID: 539","21974"
"11","Sales E Commerce","Revenue - ECM SO ID: 543","14227"
"11","Sales E Commerce","Revenue - ECM SO ID: 674","19768"
"11","Human Resource Expense","Counselled","-2000"
"11","Human Resource Expense","Counselled","-2000"
"11","Human Resource Expense","Counselled","-2000"
"11","Machines","Cash Payment - Machines","-300000"
"11","Human Resource Expense","Cash Payment - Staff Recruiting - Production","-30000"
"11","Salary Expense","Cash Payment - Salary Expense","-18848"
"11","Retail","Revenue - Retail Sales New York - Sparkling Wine","106058"
"11","Retail","Revenue - Retail Sales New York - Red Wine","181980"
"11","Retail","Revenue - Retail Sales New York - White Wine","117768"
"11","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","84896"
"11","Retail","Revenue - Retail Sales Detroit - White Wine","105840"
"11","Rental Expense","Cash Payment - Rental - New York","-4020"
"11","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"11","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"10","Sales E Commerce","Revenue - ECM SO ID: 128","22302"
"10","Sales E Commerce","Revenue - ECM SO ID: 186","30032"
"10","Sales E Commerce","Revenue - ECM SO ID: 208","19780"
"10","Sales E Commerce","Revenue - ECM SO ID: 522","22695"
"10","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1128 ","-48600"
"10","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1128 ","-56100"
"10","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1128 ","-63270"
"10","Human Resource Expense","Counselled","-2000"
"10","Salary Expense","Cash Payment - Salary Expense","-17500"
"10","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 820","-125"
"10","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 829","-134"
"10","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 839","-241"
"10","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 855","-284"
"10","Retail","Revenue - Retail Sales New York - Sparkling Wine","80902"
"10","Retail","Revenue - Retail Sales New York - Red Wine","136395"
"10","Retail","Revenue - Retail Sales New York - White Wine","88032"
"10","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","79232"
"10","Retail","Revenue - Retail Sales Detroit - Red Wine","97716"
"10","Retail","Revenue - Retail Sales Detroit - White Wine","102996"
"10","Rental Expense","Cash Payment - Rental - New York","-4020"
"10","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"10","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"9","Sales E Commerce","Revenue - ECM SO ID: 287","18601"
"9","Sales E Commerce","Revenue - ECM SO ID: 301","16815"
"9","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 821 ","-49950"
"9","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 821 ","-56610"
"9","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 821 ","-63840"
"9","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 989 ","-12052"
"9","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 989 ","-23406"
"9","Human Resource Expense","Counselled","-2000"
"9","Salary Expense","Cash Payment - Salary Expense","-17500"
"9","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 832","-216"
"9","Retail","Revenue - Retail Sales New York - Sparkling Wine","12160"
"9","Retail","Revenue - Retail Sales New York - Red Wine","20655"
"9","Retail","Revenue - Retail Sales New York - White Wine","14532"
"9","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","13216"
"9","Retail","Revenue - Retail Sales Detroit - Red Wine","26656"
"9","Retail","Revenue - Retail Sales Detroit - White Wine","17532"
"9","Rental Expense","Cash Payment - Rental - New York","-4020"
"9","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"9","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"8","Human Resource Expense","Counselled","-2000"
"8","Human Resource Expense","Counselled","-2000"
"8","Salary Expense","Cash Payment - Salary Expense","-17500"
"8","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 539","-220"
"8","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 543","-142"
"8","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 674","-198"
"8","Retail","Revenue - Retail Sales New York - Sparkling Wine","11400"
"8","Retail","Revenue - Retail Sales New York - Red Wine","18495"
"8","Retail","Revenue - Retail Sales New York - White Wine","12894"
"8","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","14048"
"8","Retail","Revenue - Retail Sales Detroit - Red Wine","24922"
"8","Retail","Revenue - Retail Sales Detroit - White Wine","18108"
"8","Rental Expense","Cash Payment - Rental - New York","-4020"
"8","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"8","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"7","Salary Expense","Cash Payment - Salary Expense","-17500"
"7","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 128","-223"
"7","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 186","-300"
"7","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 208","-198"
"7","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 522","-227"
"7","Retail","Revenue - Retail Sales New York - Sparkling Wine","14934"
"7","Retail","Revenue - Retail Sales New York - Red Wine","23625"
"7","Retail","Revenue - Retail Sales New York - White Wine","16674"
"7","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","14208"
"7","Retail","Revenue - Retail Sales Detroit - Red Wine","24412"
"7","Retail","Revenue - Retail Sales Detroit - White Wine","18468"
"7","Rental Expense","Cash Payment - Rental - New York","-4020"
"7","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"7","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"6","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 540 ","-45900"
"6","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 540 ","-52020"
"6","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 540 ","-58140"
"6","Salary Expense","Cash Payment - Salary Expense","-17500"
"6","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 287","-186"
"6","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 301","-168"
"6","Retail","Revenue - Retail Sales New York - Sparkling Wine","23456"
"6","Retail","Revenue - Retail Sales New York - Red Wine","37089"
"6","Retail","Revenue - Retail Sales New York - White Wine","26028"
"6","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","13632"
"6","Retail","Revenue - Retail Sales Detroit - Red Wine","23392"
"6","Retail","Revenue - Retail Sales Detroit - White Wine","17172"
"6","Rental Expense","Cash Payment - Rental - New York","-4020"
"6","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"6","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"5","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 205 ","-180000"
"5","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 205 ","-204000"
"5","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 205 ","-228000"
"5","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 270 ","-75000"
"5","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 270 ","-85000"
"5","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 270 ","-95000"
"5","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 293 ","-68500"
"5","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 293 ","-162000"
"5","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 293 ","-105600"
"5","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 293 ","-132000"
"5","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 293 ","-109440"
"5","Salary Expense","Cash Payment - Salary Expense","-17500"
"5","Retail","Revenue - Retail Sales New York - Sparkling Wine","21536"
"5","Retail","Revenue - Retail Sales New York - Red Wine","38727"
"5","Retail","Revenue - Retail Sales New York - White Wine","27144"
"5","Retail","Revenue - Retail Sales Detroit - Sparkling Wine","14752"
"5","Retail","Revenue - Retail Sales Detroit - Red Wine","23902"
"5","Retail","Revenue - Retail Sales Detroit - White Wine","18648"
"5","Rental Expense","Cash Payment - Rental - New York","-4020"
"5","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"5","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"4","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 306 ","-660000"
"4","Salary Expense","Cash Payment - Salary Expense","-17500"
"4","Retail","Revenue - Retail Sales New York - Sparkling Wine","23840"
"4","Retail","Revenue - Retail Sales New York - Red Wine","38760"
"4","Retail","Revenue - Retail Sales New York - White Wine","26532"
"4","Rental Expense","Cash Payment - Rental - New York","-4020"
"4","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"4","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"3","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 193 ","-180000"
"3","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 193 ","-204000"
"3","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 193 ","-228000"
"3","Machines","Cash Payment - Machines","-300000"
"3","Human Resource Expense","Cash Payment - Staff Recruiting - Production","-30000"
"3","Salary Expense","Cash Payment - Salary Expense","-17500"
"3","Retail","Revenue - Retail Sales New York - Sparkling Wine","26520"
"3","Retail","Revenue - Retail Sales New York - Red Wine","45907"
"3","Retail","Revenue - Retail Sales New York - White Wine","26381"
"3","Rental Expense","Cash Payment - Rental - New York","-4020"
"3","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"3","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"2","Human Resource Expense","Cash Payment - Staff Recruiting - New York","-60000"
"2","Human Resource Expense","Cash Payment - Staff Recruiting - Washington, D.C.","-60000"
"2","Human Resource Expense","Cash Payment - Staff Recruiting - Detroit","-60000"
"2","Salary Expense","Cash Payment - Salary Expense","-16800"
"2","Rental Expense","Cash Payment - Rental - New York","-4020"
"2","Rental Expense","Cash Payment - Rental - Washington, D.C.","-3600"
"2","Rental Expense","Cash Payment - Rental - Detroit","-1500"
"1","Salary Expense","Cash Payment - Salary Expense","-12600"
"0","Paid-In Capital"," Cash","3500000"
